0011DD	FROMUS TEC	
0011DE	Eurilogic	
0011DF	Current Energy	
0011E0	U-MEDIA	
0011E1	Arcelik A.S	
0011E2	Hua Jung Components	
0011E3	Thomson	
0011E4	Danelec Electronics A/S	
0011E5	KCodes	
0011E6	Scientific Atlanta	
0011E7	WORLDSAT - Texas de	
0011E8	Tixi.Com	
0011E9	Starnex	
0011EA	IWICS	
0011EB	Innovative Integration	
0011EC	Avix	
0011ED	802 Global	
0011EE	Estari	
0011EF	Conitec Datensysteme	
0011F0	Wideful Limited	
0011F1	QinetiQ	
0011F2	Institute of	
0011F3	NeoMedia Europe	
0011F4	woori-net	
0011F5	Askey Computer	
0011F6	Asia Pacific	
0011F7	Shenzhen Forward	
0011F8	AIRAYA	
0011F9	Nortel	
0011FA	Rane	
0011FB	Heidelberg Engineering	Smart Home
0011FC	HARTING	
0011FD	Korg	
0011FE	Keiyo System Research	
0011FF	Digitro Tecnologia Ltda	
001200	Cisco	Router
001201	Cisco	Router
001202	Decrane Aerospace -	Automotive
001203	ActivNetworks	
001204	u10	
001205	Terrasat	
001206	iQuest (NZ)	
001207	Head Strong	
001208	Gantner Instruments	
001209	Fastrax	
00120A	Emerson Climate	Thermostat
00120B	Chinasys Technologies	
00120C	CE-Infosys	
00120D	Advanced	
00120E	AboCom	
00120F	Ieee 802.3	
001210	WideRay	
001211	Protechna Herbst GmbH &	
001212	PLUS	
001213	Metrohm	
001214	Koenig & Bauer	
001215	iStor	
001216	ICP Internet	
001217	Cisco-Linksys	Router
001218	ARUZE	
001219	General Datacomm	
00121A	Techno Soft Systemnics	
00121B	Sound Devices	
00121C	Parrot	
00121D	Netfabric	
00121E	Juniper	Router
00121F	Harding Instruments	
001220	Cadco	
001221	B.Braun Melsungen	
001222	Skardin (UK)	
001223	Pixim	
001224	NexQL	
001225	Commscope	
001226	Japan Direx	
001227	Franklin Electric Co	
001228	Data	
001229	BroadEasy	
00122A	VTech Telecommunications	
00122B	Virbiage	
00122C	Soenen Controls N.V	
00122D	SiNett	
00122E	Signal Technology - AISD	
00122F	Sanei Electric	
001230	Picaso Infocommunication	
001231	Motion Control	
001232	LeWiz	
001233	JRC TOKKI	
001234	Camille Bauer	
001235	Andrew	
001236	ConSentry	
001237	Texas Instruments	IoT
001238	SetaBox	
001239	S Net	
00123A	Posystech Inc., Co	
00123B	KeRo Systems ApS	
00123C	Second Rule	
00123D	GES	
00123E	ERUNE	
00123F	Dell	Computer
001240	Amoi	
001241	a2i marketing center	
001242	Millennial Net	
001243	Cisco	Router
001244	Cisco	Router
001245	Zellweger Analytics	
001246	T.O.M	
001247	Samsung	Phone
001248	Dell EMC	Computer
001249	Delta Elettronica S.p.A	
00124A	Dedicated Devices	
00124B	Texas Instruments	IoT
00124C	BBWM	
00124D	Inducon	
00124E	Xac Automation	
00124F	Chemelex	
001250	Tokyo Aircaft Instrument	
001251	Silink	
001252	Citronix	
001253	AudioDev AB	Automotive
001254	Spectra	
001255	NetEffect Incorporated	
001256	Lg Information &	
001257	LeapComm Communication	
001258	TechVoIP Sp z o.o	
001259	Thermo Electron	
00125A	Microsoft	Computer
00125B	Kaimei Electroni	
00125C	Green Hills Software	
00125D	CyberNet	
00125E	Caen	
00125F	AWIND	
001260	Stanton Magnetics	
001261	Adaptix	
001262	Nokia Danmark A/S	
001263	Data Voice	
001264	daum electronic	
001265	Enerdyne	
001266	Swisscom Hospitality	
001267	Panasonic	
001268	IPS d.o.o	
001269	Value	
00126A	OPTOELECTRONICS	
00126B	Ascalade Communications	
00126C	Visonic Technologies	
00126D	University of	
00126E	Seidel Elektronik GmbH	
00126F	Rayson	
001270	NGES Denro	
001271	Measurement Computing	
001272	Redux	
001273	Stoke	
001274	NIT	
001275	Sentilla	
001276	CG Power Systems	
001277	Beijer	
001278	International Bar Code	
001279	Hewlett Packard	Computer
00127A	Sanyu Industry	
00127B	VIA Networking	
00127C	Swegon Ab	
00127D	MobileAria	
00127E	Digital Lifestyles	
00127F	Cisco	Router
001280	Cisco	Router
001281	March Networks S.p.A	
001282	Qovia	
001283	Nortel	
001284	Lab33	
001285	Gizmondo Europe	
001286	Endevco	
001287	Digital Everywhere	
001288	2Wire	
001289	Advance Sterilization	
00128A	Commscope	
00128B	Sensory	
00128C	Woodward Governor	
00128D	STB Datenservice	
00128E	Q-Free ASA	
00128F	Montilio	
001290	KYOWA Electric &	
001291	KWS Computersysteme	
001292	Griffin	
001293	ABB Switzerland	Industrial
001294	Sumitomo Electric	
001295	Aiware	
001296	Addlogix	
001297	O2Micro	
001298	Mico Electric(Shenzhen)	
001299	Ktech Telecommunications	
00129A	IRT	
00129B	E2S Electronic	Smart Home
00129C	Yulinet	
00129D	First International	
00129E	Surf	
00129F	RAE	
0012A0	NeoMeridian Sdn Bhd	
0012A1	BluePacket	
0012A2	Vita	
0012A3	Trust	
0012A4	ThingMagic	
0012A5	Dolphin Interconnect	
0012A6	Dolby Australia	
0012A7	ISR	
0012A8	intec	
0012A9	3Com	Switch
0012AA	IEE	
0012AB	WiLife	
0012AC	Ontimetek	
0012AD	Vivavis	
0012AE	HLS HARD-LINE Solutions	
0012AF	ELPRO	
0012B0	Efore Oyj (Plc)	
0012B1	Dai Nippon Printing	
0012B2	Avolites	
0012B3	Advance Wireless	
0012B4	Work Microwave	
0012B5	Vialta	
0012B6	Santa Barbara Infrared	
0012B7	PTW Freiburg	
0012B8	G2 Microsystems	
0012B9	Fusion Digital	
0012BA	FSI	
0012BB	Telecommunications	
0012BC	Echolab	Smart Home
0012BD	Avantec Manufacturing	Smart Home
0012BE	Astek	
0012BF	Arcadyan	
0012C0	HotLava	
0012C1	Check Point Software	
0012C2	Apex Electronics Factory	
0012C3	Wit	
0012C4	Viseon	
0012C5	V-Show Technology	
0012C6	TGC America	
0012C7	SECURAY Technologies	
0012C8	Perfect	
0012C9	Commscope	
0012CA	Mechatronic Brick Aps	
0012CB	CSS	
0012CC	Bitatek	
0012CD	ASEM SpA	
0012CE	Advanced Cybernetics	
0012CF	Accton	
0012D0	Gossen-Metrawatt-GmbH	
0012D1	Texas Instruments	IoT
0012D2	Texas Instruments	IoT
0012D3	Zetta	
0012D4	Princeton	
0012D5	Motion Reality	
0012D6	Jiangsu Yitong High-Tech	
0012D7	Invento	
0012D8	International Games	
0012D9	Cisco	Router
0012DA	Cisco	Router
0012DB	ZIEHL	
0012DC	SunCorp Industrial	
0012DD	Shengqu Information	
0012DE	Radio Components Sweden	
0012DF	Novomatic	
0012E0	Codan Limited	
0012E1	Alliant	
0012E2	ALAXALA	
0012E3	Agat Soft	
0012E4	ZIEHL	
0012E5	Time America	
0012E6	Spectec Computer	
0012E7	Projectek Networking	
0012E8	Fraunhofer IMS	
0012E9	Abbey	Industrial
0012EA	Trane	Thermostat
0012EB	PDH Solutions	
0012EC	Movacolor	
0012ED	AVG Advanced	
0012EE	Sony	
0012EF	OneAccess	
0012F0	Intel Corporate	Computer
0012F1	Ifotec	
0012F2	Brocade	Switch
0012F3	u-blox	
0012F4	Belco	
0012F5	Imarda New Zealand	
0012F6	Mdk	
0012F7	Xiamen Xinglian	
0012F8	WNI Resources	
0012F9	Uryu Seisaku	
0012FA	Thx	
0012FB	Samsung	Phone
0012FC	PLANET System	
0012FD	Optimus Ic	
0012FE	Lenovo Mobile	Computer
0012FF	Lely Industries N.V	
001300	It-Factory	
001301	IronGate S.L	
001302	Intel Corporate	Computer
001303	GateConnect	
001304	Flaircomm	
001305	Epicom	
001306	Always On Wireless	
001307	Paravirtual	
001308	Nuvera Fuel Cells	
001309	Ocean Broadband	
00130A	Nortel	
00130B	Mextal	
00130C	HF System	
00130D	Galileo Avionica	
00130E	Focusrite Audio	Smart Home
00130F	EGEMEN Bilgisayar Muh	
001310	Cisco-Linksys	Router
001311	Commscope	
001312	Amedia	
001313	GuangZhou Post &	
001314	Asiamajor	
001315	Sony Interactive	Gaming
001316	L-S-B Broadcast	
001317	GN Netcom A/S	
001318	DGSTATION	
001319	Cisco	Router
00131A	Cisco	Router
00131B	BeCell Innovations	
00131C	LiteTouch	
00131D	Scanvaegt International	
00131E	peiker acustic	
00131F	NxtPhase T&D	
001320	Intel Corporate	Computer
001321	Hewlett Packard	Computer
001322	DAQ	
001323	Cap	
001324	Schneider Electric	Industrial
001325	Cortina	
001326	ECM	
001327	Data Acquisitions	
001328	Westech Korea	
001329	VSST	
00132A	Sitronics Telecom	
00132B	Phoenix Digital	
00132C	MAZ Brandenburg	
00132D	iWise	
00132E	ITian Coporation	
00132F	Interactek	
001330	Euro Protection	
001331	CellPoint Connect	
001332	Beijing Topsec Network	
001333	BaudTec	
001334	Arkados	
001335	VS Industry Berhad	
001336	Tianjin 712	
001337	Orient Power Home	
001338	Fresenius-Vial	Medical
001339	CCV Deutschland	
00133A	VadaTech	
00133B	Speed Dragon Multimedia	
00133C	Quintron	
00133D	Micro Memory Curtiss	
00133E	MetaSwitch	Switch
00133F	Eppendorf Instrumente	
001340	AD.EL s.r.l	
001341	Shandong New Beiyang	
001342	Vision Research	
001343	Matsushita Electronic	
001344	Fargo	
001345	Eaton	
001346	D-Link	Router
001347	Red Lion Controls, LP	
001348	Artila	
001349	Zyxel	Router
00134A	Engim	
00134B	ToGoldenNet	
00134C	YDT	
00134D	Inepro	
00134E	Valox	
00134F	Rapidus Wireless	Access Point
001350	Silver Spring	Smart Home
001351	Niles Audio	Automotive
001352	Naztec	Phone
001353	HYDAC Filtertechnik	
001354	Zcomax	
001355	TOMEN Cyber-business	
001356	FLIR Radiation	Camera
001357	Soyal	
001358	Realm	
001359	ProTelevision	TV
00135A	Project T&E Limited	
00135B	PanelLink Cinema	
00135C	OnSite	
00135D	NTTPC	
00135E	Eab/Rwi/K	
00135F	Cisco	Router
001360	Cisco	Router
001361	Biospace	
001362	ShinHeung Precision	
001363	Verascape	
001364	Paradigm	
001365	Nortel	
001366	Neturity	
001367	Narayon	
001368	Saab Danmark A/S	
001369	Honda Electron Co., LED	
00136A	Hach Lange Sarl	
00136B	E-Tec	
00136C	TomTom	
00136D	Tentaculus AB	
00136E	Techmetro	
00136F	PacketMotion	
001370	Nokia Danmark A/S	
001371	Commscope	
001372	Dell	Computer
001373	BLwave	
001374	Atheros	
001375	American Security	
001376	Tabor	
001377	Samsung	Phone
001378	Qsan	
001379	Ponder Information	
00137A	Netvox	
00137B	Movon	
00137C	Kaicom	
00137D	Dynalab	
00137E	CorEdge	
00137F	Cisco	Router
001380	Cisco	Router
001381	CHIPS &	
001382	Cetacea	
001383	Application	Smart Home
001384	Advanced Motion Controls	
001385	Add-On	
001386	ABB Inc/Totalflow	Industrial
001387	27M Technologies AB	
001388	WiMedia Alliance	
001389	Redes de Telefonía Móvil	
00138A	Qingdao GoerTek	
00138B	Phantom	
00138C	Kumyoung.Co.Ltd	
00138D	Kinghold	
00138E	FOAB Elektronik AB	
00138F	Asiarock Technology	
001390	Termtek Computer	
001391	Ouen	
001392	Ruckus Wireless	Router
001393	Panta	
001394	Infohand	
001395	congatec	
001396	Acbel Polytech	
001397	Oracle	
001398	TrafficSim	
001399	STAC	
00139A	K-ubique ID	
00139B	ioIMAGE	
00139C	Exavera	
00139D	MaxLinear Hispania S.L.U	
00139E	Ciara	
00139F	Electronics Design	
0013A0	ALGOSYSTEM	
0013A1	Crow Electronic	Smart Home
0013A2	MaxStream	
0013A3	Siemens Home & Office	Appliance
0013A4	KeyEye	
0013A5	General Solutions	
0013A6	Extricom	
0013A7	Battelle Memorial	
0013A8	Tanisys	
0013A9	Sony	
0013AA	ALS & TEC	
0013AB	Telemotive	
0013AC	Sunmyung	
0013AD	Sendo	
0013AE	Radiance	
0013AF	NUMA	
0013B0	Jablotron	
0013B1	Intelligent Control	
0013B2	Carallon Limited	
0013B3	Ecom	
0013B4	Appear AS	
0013B5	Wavesat	
0013B6	Sling Media	
0013B7	Scantech ID	
0013B8	RyCo Electronic Systems	
0013B9	Bm Spa	
0013BA	ReadyLinks	
0013BB	Smartvue	
0013BC	Artimi	
0013BD	Hymatom	
0013BE	Virtual Conexions	
0013BF	Media System Planning	
0013C0	Trix Tecnologia Ltda	
0013C1	Asoka USA	
0013C2	WACOM	
0013C3	Cisco	Router
0013C4	Cisco	Router
0013C5	Lightron Fiber-Optic	
0013C6	OpenGear	
0013C7	IONOS	
0013C8	ADB Broadband Italia	
0013C9	Beyond Achieve	
0013CA	Atx	
0013CB	Zenitel Norway AS	
0013CC	Tall Maple	
0013CD	MTI	
0013CE	Intel Corporate	Computer
0013CF	4Access	
0013D0	t+ Medical	Medical
0013D1	KIRK telecom A/S	
0013D2	Page Iberica	
0013D3	Micro-Star	
0013D4	ASUSTek COMPUTER	Computer
0013D5	RuggedCom	
0013D6	Tii	
0013D7	SPIDCOM	
0013D8	Princeton Instruments	
0013D9	Matrix Product	
0013DA	Diskware	
0013DB	SHOEI Electric	
0013DC	Ibtek	
0013DD	Abbott Diagnostics	Industrial
0013DE	Adapt4	
0013DF	Ryvor	
0013E0	Murata Manufacturing	Smart Home
0013E1	Iprobe AB	
0013E2	GeoVision	
0013E3	CoVi	
0013E4	Yangjae	
0013E5	Tenosys	
0013E6	Technolution	
0013E7	Halcro	
0013E8	Intel Corporate	Computer
0013E9	VeriWave	
0013EA	Kamstrup A/S	
0013EB	Sysmaster	
0013EC	Netsnapper Technologies	
0013ED	Psia	
0013EE	JBX Designs	
0013EF	Kingjon Digital	
0013F0	Wavefront Semiconductor	
0013F1	AMOD	
0013F2	Klas	
0013F3	Giga-byte	Computer
0013F4	Psitek (Pty)	
0013F5	Akimbi	
0013F6	Cintech	
0013F7	SMC	
0013F8	Dex Security Solutions	
0013F9	Cavera	
0013FA	LifeSize	
0013FB	Rkc Instrument	
0013FC	SiCortex	
0013FD	Nokia Danmark A/S	
0013FE	Grandtec Electronic	
0013FF	Dage-MTI of MC	
001400	Minerva Korea	
001401	Rivertree	
001402	kk-electronic a/s	
001403	Renasis	
001404	Commscope	
001405	OpenIB	
001406	Go	
001407	Sperian Protection	
001408	Eka	
001409	MAGNETI MARELLI S.E.	
00140A	WEPIO	
00140B	First International	
00140C	Gkb Cctv	
00140D	Nortel	
00140E	Nortel	
00140F	Federal State Unitary	
001410	Suzhou Keda	
001411	Deutschmann Automation	
001412	S-TEC	
001413	Trebing & Himstedt	
001414	Jumpnode	
001415	Intec Automation	
001416	Scosche	
001417	RSE Informations	
001418	C4Line	
001419	Sidsa	
00141A	Deicy	
00141B	Cisco	Router
00141C	Cisco	Router
00141D	KEBA Industrial	
00141E	P.A. Semi	
00141F	SunKwang	
001420	G-Links networking	
001421	Total Wireless	
001422	Dell	Computer
001423	J-S Co. NEUROCOM	
001424	Merry Electrics	
001425	Galactic Computing	
001426	NL	
001427	JazzMutant	
001428	Vocollect	
001429	V Center	
00142A	Elitegroup Computer	
00142B	Edata Communication	
00142C	Koncept	
00142D	Toradex	
00142E	77 Elektronika Kft	
00142F	Savvius	
001430	ViPowER	
001431	PDL	
001432	Tarallax Wireless	
001433	Empower	
001434	Keri	
001435	CityCom	
001436	Qwerty Elektronik AB	
001437	GSTeletech	
001438	Hewlett Packard	Computer
001439	Blonder Tongue	
00143A	Raytalk	
00143B	Sensovation	
00143C	Rheinmetall Canada	
00143D	Aevoe	
00143E	AirLink	
00143F	Hotway	
001440	ATOMIC	
001441	Innovation Sound	
001442	Atto	
001443	Consultronics Europe	
001444	Grundfos	
001445	Telefon-Gradnja d.o.o	
001446	SuperVision Solutions	
001447	BOAZ	
001448	Inventec Multimedia &	
001449	Sichuan Changhong	
00144A	Taiwan Thick-Film Ind	
00144B	Hifn	
00144C	General Meters	
00144D	Intelligent	
00144E	Srisa	
00144F	Oracle	
001450	Heim	
001451	Apple	Phone
001452	Calculex	
001453	Advantech	Industrial
001454	Symwave	
001455	Coder	
001456	Edge Products	
001457	Nevion	
001458	HS Automatic ApS	
001459	Moram	
00145A	Westermo Neratec	
00145B	SeekerNet	
00145C	Intronics	
00145D	WJ	
00145E	IBM	
00145F	Aditec	
001460	Kyocera Wireless	Printer
001461	Corona	
001462	Digiwell	
001463	Idcs N.V	
001464	Cryptosoft	
001465	Novo Nordisk A/S	
001466	Kleinhenz Elektronik	
001467	ArrowSpan	
001468	CelPlan	
001469	Cisco	Router
00146A	Cisco	Router
00146B	Anagran	
00146C	Netgear	Router
00146D	RF	
00146E	H. Stoll GmbH & Co	
00146F	Kohler Co	
001470	Prokom Software	
001471	Eastern Asia Technology	
001472	China Broadband	
001473	Bookham	
001474	K40	
001475	Wiline	
001476	MultiCom Industries	
001477	Trilliant	
001478	Tp-Link	Router
001479	NEC Magnus	
00147A	Eubus	
00147B	Iteris	
00147C	3Com	Switch
00147D	Aeon Digital	
00147E	InnerWireless	
00147F	Thomson Telecom Belgium	
001480	Hitachi-LG Data Storage	
001481	Multilink	
001482	Aurora	
001483	eXS	
001484	Cermate	
001485	Giga-Byte	Computer
001486	Echo Digital Audio	Smart Home
001487	American Technology	
001488	Akorri	
001489	B15402100 - Jandei, S.L	
00148A	Elin Ebg Traction	
00148B	Globo Electronic GmbH &	
00148C	General Dynamics Mission	
00148D	Cubic Defense Simulation	
00148E	Tele Power	
00148F	Protronic (Far East)	
001490	ASP	
001491	Daniels Electronics	
001492	Liteon, Mobile Media	
001493	Systimax Solutions	
001494	Esu	
001495	2Wire	
001496	Phonic	
001497	ZHIYUAN Eletronics	
001498	Viking Design	
001499	Helicomm	
00149A	Commscope	
00149B	Nokota	
00149C	HF	
00149D	Sound ID	
00149E	UbONE	
00149F	System and Chips	
0014A0	Accsense	
0014A1	Synchronous	
0014A2	Core Micro	
0014A3	Vitelec	
0014A4	Hon Hai Precision Ind	
0014A5	Gemtek	
0014A6	Teranetics	
0014A7	Nokia Danmark A/S	
0014A8	Cisco	Router
0014A9	Cisco	Router
0014AA	Ashly Audio	Automotive
0014AB	Senhai Electronic	
0014AC	Bountiful WiFi	
0014AD	Gassner Wiege- und	
0014AE	Wizlogics	
0014AF	Datasym POS	
0014B0	Naeil Community	
0014B1	Axell Wireless Limited	
0014B2	mCubelogics	
0014B3	CoreStar	
0014B4	General Dynamics United	
0014B5	Physiometrix	
0014B6	Enswer	
0014B7	AR Infotek	
0014B8	Hill-Rom	Medical
0014B9	Mstar Semiconductor	
0014BA	Carvers SA de CV	
0014BB	Open Interface North	
0014BC	Synectic Telecom	
0014BD	incNETWORKS	
0014BE	Wink communication	
0014BF	Cisco-Linksys	Router
0014C0	Symstream	
0014C1	U.S. Robotics	
0014C2	Hewlett Packard	Computer
0014C3	Seagate	Storage
0014C4	Vitelcom Mobile	
0014C5	Alive	
0014C6	Quixant	
0014C7	Nortel	
0014C8	Contemporary Research	
0014C9	Brocade	Switch
0014CA	Key Radio Systems	
0014CB	LifeSync	
0014CC	Zetec	
0014CD	DigitalZone	
0014CE	Nf	
0014CF	INVISIO	
0014D0	BTI	
0014D1	TRENDnet	
0014D2	Kyuden Technosystems	
0014D3	Sepsa	
0014D4	K	
0014D5	Datang Telecom	
0014D6	Jeongmin	
0014D7	Datastore	
0014D8	bio-logic	
0014D9	IP Fabrics	
0014DA	Huntleigh Healthcare	
0014DB	Elma Trenew Electronic	
0014DC	Communication System	Smart Home
0014DD	Covergence	
0014DE	Sage Instruments	
0014DF	HI-P	
0014E0	LET'S	
0014E1	Data Display	
0014E2	datacom	
0014E3	mm-lab	
0014E4	infinias	
0014E5	Alticast	
0014E6	AIM Infrarotmodule	
0014E7	Stolinx	
0014E8	Commscope	
0014E9	Nortech	
0014EA	S Digm Inc. (Safe	
0014EB	AwarePoint	
0014EC	Acro Telecom	
0014ED	Airak	
0014EE	Western Digital	Storage
0014EF	TZero	
0014F0	Business Security OL AB	
0014F1	Cisco	Router
0014F2	Cisco	Router
0014F3	ViXS	
0014F4	DekTec Digital Video	
0014F5	OSI Security Devices	
0014F6	Juniper	Router
0014F7	CREVIS	
0014F8	Scientific Atlanta	
0014F9	Vantage Controls	
0014FA	AsGa	
0014FB	Technical Solutions	
0014FC	Extandon	
0014FD	Thecus	
0014FE	Artech	
0014FF	Precise Automation	
001500	Intel Corporate	Computer
001501	LexBox	Gaming
001502	BETA	
001503	PROFIcomms s.r.o	
001504	Game Plus	
001505	Actiontec	
001506	Neo Photonics	
001507	Renaissance Learning	
001508	Global Target Enterprise	
001509	Plus	
00150A	Sonoa	
00150B	Sage Infotech	
00150C	AVM	
00150D	Hoana Medical	Medical
00150E	Openbrain	
00150F	mingjong	
001510	Techsphere	
001511	Data Center	
001512	Zurich University of	
001513	EFS sas	
001514	Hu Zhou NAVA	
001515	Leipold+Co.GmbH	
001516	Uriel	
001517	Intel Corporate	Computer
001518	Shenzhen 10MOONS	
001519	StoreAge Networking	
00151A	Hunter Engineering	Smart Home
00151B	Isilon	
00151C	Leneco	
00151D	M2I	
00151E	B&R Industrial	
00151F	Multivision Intelligent	
001520	Radiocrafts AS	
001521	Horoquartz	
001522	Dea Security	
001523	Meteor	
001524	Numatics	
001525	Chamberlain Access	
001526	Remote	
001527	Balboa Instruments	
001528	Beacon Medical Products	Medical
001529	N3	
00152A	Nokia	
00152B	Cisco	Router
00152C	Cisco	Router
00152D	TenX	
00152E	PacketHop	
00152F	Commscope	
001530	Dell EMC	Computer
001531	Kocom	
001532	Consumer	
001533	Nadam.Co	
001534	A Beltrónica-Companhia	
001535	OTE Spa	
001536	Powertech	
001537	Ventus	
001538	RFID	
001539	Technodrive	
00153A	Shenzhen Syscan	
00153B	EMH Metering GmbH & Co	Smart Home
00153C	Kprotech	
00153D	Elim Product Co	
00153E	Q-Matic Sweden AB	
00153F	Alcatel Alenia Space	
001540	Nortel	
001541	StrataLight	
001542	Microhard S.R.L	
001543	Aberdeen Test Center	
001544	coM.s.a.t	
001545	SEECODE	
001546	ITG Worldwide Sdn Bhd	
001547	AiZen Solutions	
001548	Cube	
001549	Dixtal Biomedica Ind.	
00154A	Wanshih Electronic	
00154B	Wonde Proud	
00154C	Saunders	
00154D	Netronome	
00154E	Iec	
00154F	one RF	
001550	Nits	
001551	RadioPulse	
001552	Wi-Gear	
001553	Cytyc	
001554	Atalum Wireless	
001555	DFM	
001556	Sagemcom Broadband SAS	Storage
001557	Olivetti	
001558	Foxconn	
001559	Securaplane	
00155A	Dainippon Pharmaceutical	
00155B	Sampo	
00155C	Dresser Wayne	
00155D	Microsoft	Computer
00155E	Morgan Stanley	
00155F	GreenPeak	
001560	Hewlett Packard	Computer
001561	JJPlus	
001562	Cisco	Router
001563	Cisco	Router
001564	BEHRINGER Spezielle	Smart Home
001565	Xiamen Yealink	VoIP
001566	A-First	
001567	RADWIN	
001568	Dilithium	
001569	PECO II	
00156A	DG2L Technologies Pvt	
00156B	Perfisans	
00156C	Sane System	
00156D	Ubiquiti	Router
00156E	A. W. Communication	
00156F	Xiranet	
001570	Zebra	Printer
001571	Nolan	
001572	Red-Lemon	
001573	NewSoft	
001574	Horizon Semiconductors	
001575	Nevis	
001576	LABiTec - Labor	Medical
001577	Allied Telesis	Switch
001578	Audio / Video	Automotive
001579	Lunatone Industrielle	
00157A	Telefin S.p.A	
00157B	Leuze electronic GmbH +	
00157C	Dave	
00157D	Posdata	
00157E	Weidmüller Interface	
00157F	ChuanG	
001580	U-Way	
001581	MAKUS	
001582	Pulse Eight Limited	
001583	IVT	
001584	Schenck Process	
001585	Aonvision Technolopy	
001586	Xiamen Overseas Chinese	
001587	Takenaka Seisakusho	
001588	Salutica Allied	
001589	D-MAX	
00158A	SURECOM	
00158B	Park Air	
00158C	Liab ApS	
00158D	Jennic	
00158E	Plustek.INC	
00158F	NTT Advanced	
001590	Hectronic	
001591	RLW	
001592	Facom UK Ltd (Melksham)	
001593	U4EA	
001594	Bixolon	
001595	Quester Tangent	
001596	Commscope	
001597	Aeta Audio	Automotive
001598	Kolektor	
001599	Samsung	Phone
00159A	Commscope	
00159B	Nortel	
00159C	B-KYUNG SYSTEM	
00159D	Tripp Lite	
00159E	Mad Catz Interactive	
00159F	Terascala	
0015A0	Nokia Danmark A/S	
0015A1	Eca-Sinters	
0015A2	Commscope	
0015A3	Commscope	
0015A4	Commscope	
0015A5	DCI	
0015A6	Digital Electronics	
0015A7	Robatech	
0015A8	Commscope	
0015A9	Kwang Woo I&C	
0015AA	Rextechnik	
0015AB	Pro Co Sound	
0015AC	Capelon AB	
0015AD	Accedian	
0015AE	kyung il	
0015AF	AzureWave	
0015B0	Autotelenet	
0015B1	Ambient	
0015B2	Advanced Industrial	
0015B3	Caretech AB	
0015B4	Polymap Wireless	Access Point
0015B5	CI	
0015B6	ShinMaywa	
0015B7	Toshiba	
0015B8	Tahoe	
0015B9	Samsung	Phone
0015BA	iba	
0015BB	SMA Solar	
0015BC	Develco	
0015BD	Group 4	
0015BE	Iqua	
0015BF	technicob	
0015C0	Digital Telemedia	
0015C1	Sony Interactive	Gaming
0015C2	3M Germany	
0015C3	Ruf Telematik	
0015C4	Flovel	
0015C5	Dell	Computer
0015C6	Cisco	Router
0015C7	Cisco	Router
0015C8	FlexiPanel	
0015C9	Gumstix	
0015CA	TeraRecon	
0015CB	Surf Communication	
0015CC	Uquest	
0015CD	Exartech	
0015CE	Commscope	
0015CF	Commscope	
0015D0	Commscope	
0015D1	Commscope	
0015D2	Xantech	
0015D3	Pantech&Curitel	
0015D4	Emitor AB	
0015D5	Nicevt	
0015D6	OSLiNK Sp. z o.o	
0015D7	Reti	
0015D8	Interlink	
0015D9	PKC Electronics Oy	
0015DA	Iritel A.D	
0015DB	Canesta	Smart Home
0015DC	KT&C	
0015DD	IP Control	
0015DE	Nokia Danmark A/S	
0015DF	Clivet S.p.A	
0015E0	Ericsson	
0015E1	Picochip	
0015E2	Dr.Ing. Herbert Knauer	Smart Home
0015E3	Dream	
0015E4	Zimmer Elektromedizin	
0015E5	Cheertek	
0015E6	MOBILE TECHNIKA	
0015E7	Quantec Tontechnik	
0015E8	Nortel	
0015E9	D-Link	Router
0015EA	Hensoldt South Africa	
0015EB	zte	Phone
0015EC	Boca Devices	
0015ED	Fulcrum Microsystems	
0015EE	Omnex Control	
0015EF	NEC TOKIN	
0015F0	Ego	
0015F1	KYLINK	
0015F2	ASUSTek COMPUTER	Computer
0015F3	Peltor Ab	
0015F4	Eventide	
0015F5	Sustainable Energy	
0015F6	Science And Engineering	Smart Home
0015F7	Wintecronics	
0015F8	Kingtronics Industrial	
0015F9	Cisco	Router
0015FA	Cisco	Router
0015FB	setex schermuly textile	
0015FC	Littelfuse Startco	
0015FD	Complete Media	
0015FE	Schilling Robotics	
0015FF	Inseego Wireless	
001600	CelleBrite Mobile	
001601	Buffalo.Inc	Storage
001602	Ceyon	
001603	COOLKSKY	
001604	Sigpro	
001605	Yorkville Sound	
001606	Ideal	
001607	Curves	
001608	Sequans	
001609	Unitech	
00160A	SWEEX Europe	
00160B	TVWorks	
00160C	Lpl Development S.A. De	
00160D	Be Here	
00160E	Optica	
00160F	Badger Meter	
001610	Carina	
001611	Altecon	
001612	Otsuka	
001613	LibreStream	
001614	Picosecond Pulse	
001615	Nittan Company, Limited	
001616	Browan Communications	
001617	Msi	Computer
001618	HIVION	
001619	Lancelan Technologies	
00161A	Dametric AB	
00161B	Micronet	
00161C	e:cue	
00161D	Innovative Wireless	
00161E	Woojinnet	
00161F	SUNWAVETEC	
001620	Sony	
001621	Colorado Vnet	
001622	Bbh	
001623	Interval Media	
001624	Teneros	
001625	Impinj	
001626	Commscope	
001627	embedded-logic DESIGN	
001628	Magicard	
001629	Nivus	
00162A	Antik computers &	
00162B	Togami Electric Mfg.co	Appliance
00162C	Xanboo	
00162D	STNet	
00162E	Space Shuttle Hi-Tech	
00162F	Geutebrück	
001630	Vativ	
001631	Xteam	
001632	Samsung	Phone
001633	Oxford Diagnostics	
001634	Mathtech	
